ID,Text,Translation,Old Text,Old Translation,Status,Gender,Critical Warnings,Non-critical Warnings,Platform Warnings,Location,Context,Section,Actor,Voice Actor,Revision,Old Revision,Edit Distance
12673,Exotic Minerals Depots,Składy egzotycznych minerałów,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00370),BuildingTemplate StorageRareMinerals display_name_pl,,,,1005383,,
12674,Stores <preciousminerals(max_storage_per_resource)>. Some resources will be transported to other depots within Drone range.,Zapewnia miejsce na <preciousminerals(max_storage_per_resource)>. Nadmiar zasobów zostanie przewieziony do innych składów w zasięgu dronów.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00371),BuildingTemplate StorageRareMinerals description,,,,245645,,
12675,<GetColonistCount><icon_Colonist_small>,<GetColonistCount><icon_Colonist_small>,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00396),BuildingTemplate UndergroundDome pin_summary1,,,,1005383,,
536712673129,Underground Dome,Komora podziemna,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00412),BuildingTemplate UndergroundDome display_name,,,,1005383,,
310499749827,Underground Domes,Komory podziemne,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00413),BuildingTemplate UndergroundDome display_name_pl,,,,1005383,,
413762968080,A small reinforced Dome that is only suitable for subsurface environments.,"Mała wzmocniona kopuła, którą można budować tylko pod powierzchnią gruntu.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00414),BuildingTemplate UndergroundDome description,,,,1005383,,
13072,<GetColonistCount><icon_Colonist_small>,<GetColonistCount><icon_Colonist_small>,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00441),BuildingTemplate UndergroundDomeMedium pin_summary1,,,,1005383,,
902507616344,Underground Medium Dome,Średnia kopuła podziemna,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00456),BuildingTemplate UndergroundDomeMedium display_name,,,,1005383,,
452710692619,Underground Medium Domes,Średnie kopuły podziemne,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00457),BuildingTemplate UndergroundDomeMedium display_name_pl,,,,1005383,,
903538775121,A large reinforced Dome that is only suitable for subsurface environments.,"Duża wzmocniona kopuła, którą można budować tylko pod powierzchnią gruntu.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00458),BuildingTemplate UndergroundDomeMedium description,,,,1005383,,
13073,<GetColonistCount><icon_Colonist_small>,<GetColonistCount><icon_Colonist_small>,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00485),BuildingTemplate UndergroundDomeMicro pin_summary1,,,,1005383,,
732793831270,Underground Micro Dome,Mikrokopuła podziemna,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00500),BuildingTemplate UndergroundDomeMicro display_name,,,,1005383,,
285866365096,Underground Micro Domes,Mikrokopuły podziemne,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00501),BuildingTemplate UndergroundDomeMicro display_name_pl,,,,1005383,,
164860079391,The most economical Dome designed specifically for subsurface environments. It provides extremely limited habitable space and has no capacity to host a Spire.,"Najtańsza wersja kopuły, zaprojektowana specjalnie do budowy pod ziemią. Ma bardzo niewielką przestrzeń mieszkalną, bez miejsca na iglicę.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00502),BuildingTemplate UndergroundDomeMicro description,,,,1005383,,
609236987300,Deep Space Scanning,Skanowanie długodystansowe,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00534),BuildingTemplate ReconCenter upgrade1_display_name,,,,245645,,
244163634337,+<upgrade1_mul_value_2>% Recon per Sol; +<power(upgrade1_add_value_1)> Consumption.,+<upgrade1_mul_value_2>% zwiadu na sola; +<power(upgrade1_add_value_1)> do zużycia energii.,+<upgrade1_add_value_1> Recon per Sol; +<power(upgrade1_mul_value_2)> Consumption.,+<upgrade1_add_value_1> zwiadu na sola; +<power(upgrade1_mul_value_2)> do zużycia energii.,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00535),BuildingTemplate ReconCenter upgrade1_description,,,,1006192,,
189750238526,Recon Center,Ośrodek zwiadowczy,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00548),BuildingTemplate ReconCenter display_name,,,,245645,,
357030728646,Recon Centers,Ośrodki zwiadowcze,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00549),BuildingTemplate ReconCenter display_name_pl,,,,245645,,
778748602870,Generates Recon which leads to detection of <em>Asteroids</em> we can visit and various smaller discoveries.,"Generuje punkty zwiadu, umożliwiające wykrywanie <em>asteroid</em> nadających się do odwiedzania oraz różne pomniejsze odkrycia.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00550),BuildingTemplate ReconCenter description,,,,1005383,,
620102710091,"When enough <em>Recon</em> is accumulated a discovery is be made. This can be a minor discovery, an event discovery or an <em>Asteroids</em> discovery. <em>Asteroids</em> can be researched further to get more information on the available resources on them. In order to do so sufficient <em>Electronics</em> need to be stored at the <em>Recon Center</em> at the time of the discovery. 

Multiple <em>Recon Centers</em> work towards the same discovery and increase the <em>Recon</em> accumulated. The amount of extra <em>Recon</em> generated declines with each new <em>Recon Center</em> that is constructed.","Po zgromadzeniu odpowiedniej liczby punktów <em>zwiadu</em> dochodzi do odkrycia. Może to być pomniejsze odkrycie, odkrycie wydarzenia albo odkrycie <em>asteroid</em>. <em>Asteroidy</em> można potem zbadać dokładniej, by uzyskać dokładniejsze wiadomości o znajdujących się tam zasobach. W tym celu należy zgromadzić w <em>ośrodku zwiadowczym</em> odpowiednią ilość <em>artykułów elektronicznych</em> w czasie odkrycia. 

Więcej <em>ośrodków zwiadowczych</em> przyspiesza dokonanie odkrycia i zwiększa liczbę generowanych punktów <em>zwiadu</em>. Premia do generowanych punktów <em>zwiadu</em> z budowania kolejnych <em>ośrodków zwiadowczych</em> jest coraz mniejsza.","When enough <em>Recon</em> is accumulated a discovery is be made. This can be a minor discovery, an event discovery or an </em>Asteroids</em> discovery. <em>Asteroids</em> can be researched further to get more information on the available resources on them. In order to do so sufficient <em>Electronics</em> need to be stored at the <em>Recon Center</em> at the time of the discovery. 

Multiple <em>Recon Centers</em> work towards the same discovery and increase the <em>Recon</em> accumulated. The amount of extra <em>Recon</em> generated declines with each new <em>Recon Center</em> that is constructed.","Po zgromadzeniu odpowiedniej liczby punktów <em>zwiadu</em> dochodzi do odkrycia. Może to być pomniejsze odkrycie, odkrycie wydarzenia albo odkrycie </em>asteroid</em>. <em>Asteroidy</em> można potem zbadać dokładniej, by uzyskać dokładniejsze wiadomości o znajdujących się tam zasobach. W tym celu należy zgromadzić w <em>ośrodku zwiadowczym</em> odpowiednią ilość <em>artykułów elektronicznych</em> w czasie odkrycia. 

Więcej <em>ośrodków zwiadowczych</em> przyspiesza dokonanie odkrycia i zwiększa liczbę generowanych punktów <em>zwiadu</em>. Premia do generowanych punktów <em>zwiadu</em> z budowania kolejnych <em>ośrodków zwiadowczych</em> jest coraz mniejsza.",OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00556),BuildingTemplate ReconCenter encyclopedia_text,,,,1007266,,
975284923578,Ancient Artifact,Starożytny artefakt,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00582),BuildingTemplate AncientArtifact display_name,,,,1005383,,
564696266761,Ancient Artifacts,Starożytne artefakty,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00583),BuildingTemplate AncientArtifact display_name_pl,,,,1005383,,
609832444413,"We don't fully understand how this ancient structure works, but it shows potential for being useful to our colony.","Nie całkiem rozumiemy, jak działa ta pradawna konstrukcja, ale wydaje się, że może być przydatna dla kolonii.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00584),BuildingTemplate AncientArtifact description,,,,1005383,,
725478502456,The Ancient Artifact,Starożytny artefakt,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00595),BuildingTemplate AncientArtifact anomaly_name,,,,1005383,,
13074,Bottomless Pit,Bezdenna jama,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00611),BuildingTemplate BottomlessPit display_name,,,,1005383,,
810544831039,Bottomless Pits,Bezdenne jamy,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00612),BuildingTemplate BottomlessPit display_name_pl,,,,1005383,,
197763100258,A giant hole of indeterminate depth.,Ogromna dziura nieokreślonej głębokości.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00613),BuildingTemplate BottomlessPit description,,,,1005383,,
996509233918,The Pit,Jama,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00624),BuildingTemplate BottomlessPit anomaly_name,,,,1005383,,
869683732501,Cave of Wonders,Jaskinia cudów,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00640),BuildingTemplate CaveOfWonders display_name,,,,1005383,,
227271637366,Caves of Wonders,Jaskinie cudów,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00641),BuildingTemplate CaveOfWonders display_name_pl,,,,1005383,,
888622677842,A spacious cave filled with massive mysterious crystals. Many colonists seem eager to visit the site.,Przestronna grota pełna ogromnych tajemniczych kryształów. Wielu kolonistów ma ochotę odwiedzić to miejsce.,Cave of Wonders description.,Opis jaskini cudów.,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00642),BuildingTemplate CaveOfWonders description,,,,1007946,,
454965974796,The Cave of Wonders,Jaskinia cudów,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00653),BuildingTemplate CaveOfWonders anomaly_name,,,,1005383,,
426807117001,Jumbo Cave,Przepastna grota,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00669),BuildingTemplate JumboCave display_name,,,,1005383,,
343603108661,Jumbo Caves,Przepastne groty,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00670),BuildingTemplate JumboCave display_name_pl,,,,1005383,,
492125461320,A cave larger than anything we've encountered in the Martian underground.,"Pieczara większa niż wszystko, na co natknęliśmy się pod powierzchnią Marsa.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00671),BuildingTemplate JumboCave description,,,,1005383,,
975210645516,The Jumbo Cave,Przepastna grota,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00682),BuildingTemplate JumboCave anomaly_name,,,,1005383,,
689929106673,Surface Tunnel,Tunel na powierzchnię,Surface Passage,Wyjście na powierzchnię,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00696),BuildingTemplate SurfacePassage display_name,,,,1006192,,
624259638569,Surface Tunnels,Tunele na powierzchnię,Surface Passages,Wyjścia na powierzchnię,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00697),BuildingTemplate SurfacePassage display_name_pl,,,,1006192,,
247464151026,A potential connection to the Martian Surface. It is the perfect location to construct an <em>Elevator</em> to the surface.,"Tunel, którym prawdopodobnie można się dostać na powierzchnię Marsa. Znakomite miejsce do budowy <em>windy</em> prowadzącej na górę.",A potential entry point into the Martian Underground. It is the perfect foundation for an <em>Elevator</em>.,"Tunel, którym prawdopodobnie można się dostać do podziemi Marsa. Znakomite miejsce do budowy <em>windy</em>.",OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00698),BuildingTemplate SurfacePassage description,,,,1006192,,
150168663651,Underground Entrance,Wejście do podziemia,Underground Passage,Wejście do podziemi,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00721),BuildingTemplate UndergroundPassage display_name,,,,1006192,,
946031791397,Underground Entrances,Wejścia do podziemia,Underground Passages,Wejścia do podziemi,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00722),BuildingTemplate UndergroundPassage display_name_pl,,,,1006192,,
339405862896,A potential entry point into the Martian Underground. It is the perfect foundation for an <em>Elevator</em> to the Underground.,"Tunel, którym prawdopodobnie można się dostać do podziemi Marsa. Znakomite miejsce do budowy <em>windy</em> prowadzącej na dół.",A potential connection to the Martian Surface. It is the perfect foundation for an <em>Elevator</em>.,"Tunel, którym prawdopodobnie można się dostać na powierzchnię Marsa. Znakomite miejsce do budowy <em>windy</em>.",OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00723),BuildingTemplate UndergroundPassage description,,,,1006192,,
709092319977,The Underground,Podziemie,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00733),BuildingTemplate UndergroundPassage anomaly_name,,,,1005383,,
107092704825,Drone Hub Extenders,Wzmacniacze gniazda dronów,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00753),BuildingTemplate DroneHubExtender display_name_pl,,,,245645,,
330073770544,Elevator,Winda,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00831),BuildingTemplate Elevator display_name,,,,245645,,
951268120259,Elevators,Windy,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00832),BuildingTemplate Elevator display_name_pl,,,,245645,,
365418570073,"Transports vehicles, colonists and resources between the surface and the underground of Mars.","Przewozi pojazdy, kolonistów i zasoby między powierzchnią a podziemiem Marsa.","Can transport vehicles, colonists and resources between the surface and the underground of Mars.","Może przewozić pojazdy, kolonistów i zasoby między powierzchnią Marsa a podziemną częścią kolonii.",OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00833),BuildingTemplate Elevator description,,,,1009047,,
177334925289,"<em>The Elevator</em> can only be built on top off <em>Underground Passages</em> on the surface of Mars or on top off <em>Surface Passages</em> in the Martian underground. <em>The Elevator</em> can be powered and maintained from either side. 

Resources can be moved from one map to the other by using the <em>Edit Payload</em> action. Once a request for resources has been made it can be changed by using the <em>Edit Payload</em> action again and adjusting the resource amounts.","<em>Windę</em> można zbudować tylko na <em>wejściach do podziemi</em> znajdujących się na powierzchni Marsa lub na <em>wyjściach na powierzchnię</em> w marsjańskim podziemiu. <em>Winda</em> może otrzymywać zasilanie i konserwację z dowolnej strony. 

Za pomocą czynności „<em>konfiguruj ładunek</em>” można przenosić zasoby między mapami. Po złożeniu zapotrzebowania na zasoby można je zmieniać przez ponowne użycie czynności „<em>konfiguruj ładunek</em>” i zmodyfikowanie żądanych ilości.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00840),BuildingTemplate Elevator encyclopedia_text,,,,1005383,,
133850725904,Must be constructed over an Underground Entrance or Surface Tunnel.,Trzeba zbudować na wejściu do podziemi lub tunelu na powierzchnię.,Must be constructed over an underground or surface passage.,Trzeba zbudować na wyjściu na powierzchnię lub wejściu do podziemi.,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00851),BuildingTemplate Elevator snap_error_text,,,,1010623,,
726714269530,Must be built on an Underground Entrance or Surface Tunnel,Tylko na wejściu do podziemi lub tunelu na powierzchnię,Must be built on an underground or surface passage,Tylko na wyjściu na powierzchnię lub wejściu do podziemi,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00852),BuildingTemplate Elevator snap_error_short,,,,1010623,,
12676,<left_click> Place Rocket,<left_click> - umieść rakietę,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00862),BuildingTemplate LanderRocket pin_rollover_hint,,,,245645,,
12677,<ButtonA> Select,<ButtonA> Wybierz,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00863),BuildingTemplate LanderRocket pin_rollover_hint_xbox,,,,245645,,
17362,Extended Cargo Module,Powiększony moduł towarowy,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00873),BuildingTemplate LanderRocket upgrade1_display_name,,,,246126,,
17363,+<upgrade1_add_value_1>kg Cargo Capacity; +<upgrade1_add_value_2> Fuel required to launch.,+<upgrade1_add_value_1>kg do ładowności; ilość paliwa potrzebna do startu +<upgrade1_add_value_2>.,+<upgrade1_add_value_1>kg Cargo Capacity; + <fuel(upgrade1_add_value_2)> required to launch.,+<upgrade1_add_value_1>kg do ładowności; ilość paliwa potrzebna do startu +<fuel(upgrade1_add_value_2)>.,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00874),BuildingTemplate LanderRocket upgrade1_description,,,,1006192,,
631652703843,Asteroid Lander,Lądownik asteroidowy,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00884),BuildingTemplate LanderRocket display_name,,,,1005383,,
761768413829,Asteroid Landers,Lądowniki asteroidowe,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00885),BuildingTemplate LanderRocket display_name_pl,,,,1005383,,
922995313211,Rockets that can transport resources and colonists between Mars and Asteroids.,"Rakiety, które przewożą zasoby i kolonistów między Marsem i asteroidami.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00886),BuildingTemplate LanderRocket description,,,,1005383,,
13075,Asteroid Lander,Lądownik asteroidowy,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00930),BuildingTemplate LanderRocketBuilding display_name,,,,1005383,,
13076,Asteroid Landers,Lądowniki asteroidowe,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00931),BuildingTemplate LanderRocketBuilding display_name_pl,,,,1005383,,
534491264134,Rockets that can transport resources and colonists between Mars and Asteroids.,"Rakiety, które przewożą zasoby i kolonistów między Marsem i asteroidami.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00932),BuildingTemplate LanderRocketBuilding description,,,,1005383,,
174671309714,Support Strut,Wspornik,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00956),BuildingTemplate SupportStrut display_name,,,,245645,,
510906962923,Support Struts,Wsporniki,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00957),BuildingTemplate SupportStrut display_name_pl,,,,245645,,
256594162980,Reduces the risk of cave-ins in a small area.,Zmniejsza ryzyko zawału na małym obszarze.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00958),BuildingTemplate SupportStrut description,,,,245645,,
507789677474,Clear,Usuń,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00983),BuildingTemplate LandscapeClearWasteRock display_name,,,,1006192,,
768173804298,Clear,Usuń,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00984),BuildingTemplate LandscapeClearWasteRock display_name_pl,,,,1006192,,
943006752064,Marks a surface to be cleared from waste rock by Drones. Rocks are turned into Waste Rock.,Oznacza fragment powierzchni do oczyszczenia przez drony. Skały i kamienie zostaną przetworzone na odpady skalne.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(00985),BuildingTemplate LandscapeClearWasteRock description,,,,1006192,,
12678,<preciousminerals(Stored_RareMinerals)>,<preciousminerals(Stored_RareMinerals)>,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01007),BuildingTemplate MechanizedDepotRareMinerals pin_summary1,,,,245645,,
12679,Exotic Minerals Storage,Magazyn egzotycznych minerałów,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01016),BuildingTemplate MechanizedDepotRareMinerals display_name,,,,1005383,,
12680,Exotic Minerals Storage,Magazyny egzotycznych minerałów,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01017),BuildingTemplate MechanizedDepotRareMinerals display_name_pl,,,,1005383,,
12681,Stores <preciousminerals(UIMaxStorageAmount)>. Some resources will be transported to other depots within Drone range.,Zapewnia miejsce na <preciousminerals(UIMaxStorageAmount)>. Nadmiar zasobów zostanie przewieziony do innych składów w zasięgu dronów.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01018),BuildingTemplate MechanizedDepotRareMinerals description,,,,245645,,
903794916289,Light Tripod,Lampa na trójnogu,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01046),BuildingTemplate LightTripod display_name,,,,1005383,,
496707914029,Light Tripods,Lampy na trójnogu,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01047),BuildingTemplate LightTripod display_name_pl,,,,1005383,,
876251490728,Self-sufficient lights that pierce even the deepest darkness.,"Lampy z niezależnym zasilaniem, rozjaśniające nawet największe ciemności.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01048),BuildingTemplate LightTripod description,,,,1005383,,
989996064569,Full System Integration,Pełna integracja systemowa,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01074),BuildingTemplate AncientArtifactInterface upgrade1_display_name,,,,1009902,,
343162942602,Connects the Ancient Artifact to our main system to allow us to access as much of its protocols as we can.,"Podłącza starożytny artefakt do naszego głównego systemu, umożliwiając dostęp do jak największej liczby jego protokołów.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01075),BuildingTemplate AncientArtifactInterface upgrade1_description,,,,1009902,,
673746496137,Artifact Interface,Interfejs artefaktu,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01089),BuildingTemplate AncientArtifactInterface display_name,,,,1005383,,
973786341784,Artifact Interfaces,Interfejsy artefaktu,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01090),BuildingTemplate AncientArtifactInterface display_name_pl,,,,1005383,,
116436553623,"A stroke of brilliance, it translates the signals from the Ancient Artifact. Allows us to use the Ancient Artifact as a drone controller that can reach the entire underground. Somehow connected drones also no longer require recharging.","Urządzenie skonstruowane wskutek nagłego olśnienia, tłumaczące sygnały starożytnego artefaktu. Umożliwia wykorzystanie go jako sterownika dronów, obejmującego całe podziemie. Dodatkowo z niewiadomych powodów podłączone do niego drony nie potrzebują już ładowania.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01091),BuildingTemplate AncientArtifactInterface description,,,,1005383,,
13084,Must be constructed over an Ancient Artifact.,Trzeba zbudować na starożytnym artefakcie.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01107),BuildingTemplate AncientArtifactInterface snap_error_text,,,,1005383,,
13085,Must be built over an Ancient Artifact,Tylko na starożytnym artefakcie,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01108),BuildingTemplate AncientArtifactInterface snap_error_short,,,,1005383,,
787898474137,Experiment 1: Big Drop,Eksperyment 1: Wielki zrzut,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01125),BuildingTemplate BottomlessPitResearchCenter upgrade1_display_name,,,,1009902,,
676844047820,"Unlocks <upgrade1_add_value_1> new Breakthrough techs<newline><newline>Each experiment can only be done once, repeating this upgrade on a new Bottemless Pit Lab gives nothing.",Odblokowuje <upgrade1_add_value_1> nowe przełomowe technologie.<newline><newline>Każdy eksperyment można przeprowadzić tylko raz. Ponowne zrealizowanie tego ulepszenia w laboratorium jamy nic nie daje.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01126),BuildingTemplate BottomlessPitResearchCenter upgrade1_description,,,,1009902,,
980459245046,Experiment 2: Critical Mass,Eksperyment 2: Masa krytyczna,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01138),BuildingTemplate BottomlessPitResearchCenter upgrade2_display_name,,,,1009902,,
781966145562,"Unlocks <upgrade2_add_value_1> new Breakthrough techs<newline><newline>Each experiment can only be done once, repeating this upgrade on a new Bottemless Pit Lab gives nothing.",Odblokowuje <upgrade2_add_value_1> nowe przełomowe technologie.<newline><newline>Każdy eksperyment można przeprowadzić tylko raz. Ponowne zrealizowanie tego ulepszenia w laboratorium jamy nic nie daje.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01139),BuildingTemplate BottomlessPitResearchCenter upgrade2_description,,,,1009902,,
565598171561,Experiment 3: Into the Unknown,Eksperyment 3: W nieznane,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01147),BuildingTemplate BottomlessPitResearchCenter upgrade3_display_name,,,,1009902,,
747535299229,"Unlocks <upgrade3_add_value_1> new Breakthrough techs<newline><newline>Each experiment can only be done once, repeating this upgrade on a new Bottemless Pit Lab gives nothing.",Odblokowuje <upgrade3_add_value_1> nowe przełomowe technologie.<newline><newline>Każdy eksperyment można przeprowadzić tylko raz. Ponowne zrealizowanie tego ulepszenia w laboratorium jamy nic nie daje.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01148),BuildingTemplate BottomlessPitResearchCenter upgrade3_description,,,,1009902,,
13086,Bottomless Pit Lab,Laboratorium jamy,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01160),BuildingTemplate BottomlessPitResearchCenter display_name,,,,1005383,,
13087,Bottomless Pit Lab,Laboratoria jamy,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01161),BuildingTemplate BottomlessPitResearchCenter display_name_pl,,,,1005383,,
334632981392,"A building dedicated to researching the ""bottomless"" pit. Consumes resources to generate Research.",Budynek służący badaniu „bezdennej” jamy. Zużywa zasoby i wytwarza punkty badań.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01162),BuildingTemplate BottomlessPitResearchCenter description,,,,1005383,,
751716448388,Must be constructed over a Bottomless Pit.,Trzeba zbudować nad bezdenną jamą.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01179),BuildingTemplate BottomlessPitResearchCenter snap_error_text,,,,1005383,,
843141868058,Must be built on a Bottomless Pit,Tylko nad bezdenną jamą,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01180),BuildingTemplate BottomlessPitResearchCenter snap_error_short,,,,1005383,,
604134403896,Jumbo Cave Reinforcements,Umocnienia przepastnej groty,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01200),BuildingTemplate JumboCaveReinforcementStructure display_name,,,,1005383,,
104867177831,Jumbo Cave Reinforcements,Umocnienia przepastnej groty,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01201),BuildingTemplate JumboCaveReinforcementStructure display_name_pl,,,,1005383,,
677400335163,This reinforcement is designed to sure up the structural instabilities of the Jumbo Cave.,Te wsporniki są przeznaczone do wzmocnienia niestabilnych strukturalnie miejsc przepastnej groty.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/BuildingTemplate.lua(01202),BuildingTemplate JumboCaveReinforcementStructure description,,,,1005383,,
